,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iran,1,,,,,,,Bulgaria,1,Egypt,11,India,1,West Bank,2,,,Lithuania,1,Armenia,1,Switzerland,2,,,,,,,,,,,,,,,Germany,2,,,,,,,Greece,1,,,,,,,,,,,,,,,,,,,,,,,Netherlands,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Netherlands,1,,,,,,,,,,,,,,,,,Cyprus,1,Kuwait,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Nepal,1,United Arab Emirates,4,,,,,France,3,,,,,,,,,,,Congo,1,,,,,,,,,,,,,,,Bulgaria,1,Iceland,1,Iraq,51,North Korea,4,South Korea,3,Egypt,7,Honduras,1,Denmark,4,Hungary,4,Saudi Arabia,3,Jersey,3,Serbia,1,Italy,4,Japan,3,Czechoslovakia,1,Cuba,4,Mexico,7,Bangladesh,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Czech Republic,1,,,,,,,,,Iceland,2,Pakistan,1,Finland,3,,,,,Yemen,1,Germany,1,,,,,,,,,,,,,,,Russia,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ireland,2,,,,,,,,,,,,,,,,,Albania,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ukraine,1,,,,,,,Sierra Leone,3,,,,,,,,,,,South Korea,1,,,,,,,,,,,,,,,,,Antigua and Barbuda,4,Sudan,3,Czech Republic,8,France,10,Saudi Arabia,10,Albania,1,Colombia,1,Croatia,2,Slovenia,2,Macedonia,3,Albania,1,Kosovo,2,Portugal,5,Armenia,5,Netherlands,3,Afghanistan,8,Iran,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lithuania,1,,,Japan,1,,,,,,,Russia,8,,,,,,,,,,,,,,,United Arab Emirates,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japan,2,,,,,,,,,,,,,,,,,Norway,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saudi Arabia,1,,,,,,,Kuwait,4,,,,,,,,,,,West Bank,1,,,,,,,,,,,,,,,,,Norway,3,Libya,5,Cyprus,11,Croatia,11,Belgium,12,Malaysia,10,Uruguay,1,Austria,3,Croatia,1,Russia,1,Switzerland,1,Cuba,16,Jamaica,2,Iran,5,Somalia,3,Saudi Arabia,5,China,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Afghanistan,1,,,,,,,,,,,China,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iran,1,,,,,,,Libya,1,,,,,,,,,,,Russia,3,,,,,,,,,,,,,,,,,,,Egypt,20,Kuwait,9,Iraq,24,Haiti,1,Hungary,6,Nigeria,1,Oceans,1,Egypt,3,Nauru,1,Malta,7,Pakistan,1,Kuwait,5,Serbia,2,Russia,5,China,1,Jersey,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ireland,2,,,,,,,,,,,Kuwait,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Korea,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azerbaijan,1,,,,,,,,,,,Luxembourg,2,,,,,,,,,,,,,,,,,,,Belgium,2,Macedonia,9,Netherlands,1,Kuwait,9,Oceans,3,Greece,10,Czech Republic,2,Macedonia,1,Ukraine,4,Italy,2,Myanmar,5,Brazil,1,Afghanistan,2,Hungary,4,Cyprus,3,Mexico,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Libya,1,,,,,,,,,,,Hong Kong,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,1,,,,,,,,,,,South Africa,5,,,,,,,,,,,,,,,,,,,Czech Republic,11,Switzerland,12,Eritrea,1,Croatia,5,Pakistan,2,Kuwait,4,Sudan,5,Sweden,4,Saudi Arabia,2,Austria,4,Vietnam,9,Georgia,1,Sudan,2,Nepal,1,Iran,6,Australia,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iran,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Arab Emirates,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Senegal,2,,,,,,,,,,,Sudan,5,,,,,,,,,,,,,,,,,,,West Bank,2,Philippines,5,Pakistan,2,Denmark,2,Qatar,5,Norway,4,Portugal,1,Kuwait,2,Iran,4,Libya,1,Bhutan,1,Armenia,2,Seychelles,1,Norway,4,Austria,8,Ethiopia,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kosovo,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burundi,2,,,,,,,,,,,Sri Lanka,1,,,,,,,,,,,,,,,,,,,Eritrea,4,Luxembourg,6,Chad,1,Japan,6,Sweden,3,Italy,4,Cuba,1,Netherlands,1,New Zealand,1,Hong Kong,1,Niger,1,Malaysia,2,Ireland,3,Chad,2,New Zealand,1,Egypt,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central African Republic,4,,,,,,,,,,,,,,,,,,,Russia,4,Russia,13,Brazil,3,Singapore,1,Belgium,6,Ireland,1,Malta,1,Brazil,2,Denmark,1,Czech Republic,1,Portugal,2,Israel,16,Cuba,3,Mali,1,Sri Lanka,1,Sudan,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qatar,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,1,,,,,,,,,,,,,,,,,,,Macedonia,7,Ukraine,7,Iran,5,Sweden,4,Mexico,3,South Africa,2,Switzerland,4,Italy,1,Croatia,2,Sweden,5,Georgia,6,Poland,1,Australia,6,Austria,1,Sweden,2,New Zealand,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australia,1,,,,,,,,,,,,,,,,,,,Brazil,5,Czechoslovakia,2,Uruguay,2,Yemen,1,Bhutan,1,New Zealand,1,Colombia,2,Armenia,2,Serbia,1,Denmark,3,Rwanda,2,Pakistan,1,Libya,1,Kosovo,27,Eritrea,1,Saudi Arabia,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuwait,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bangladesh,1,,,,,,,,,,,,,,,,,,,Sweden,8,Venezuela,7,Cuba,11,Oceans,2,Kenya,1,Latvia,1,Uruguay,2,Iceland,1,Belgium,1,Uruguay,1,Hungary,1,Bosnia-Herzegovina,5,Slovenia,1,Uganda,5,Egypt,1,Malaysia,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somalia,2,,,,,,,,,,,,,,,,,,,Netherlands,1,Argentina,2,Ukraine,2,Costa Rica,3,Libya,3,Estonia,1,United Arab Emirates,8,Yemen,2,Kuwait,1,Slovenia,1,Serbia,5,Turkmenistan,1,Iceland,1,Croatia,1,Ghana,1,Austria,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uganda,1,Jersey,4,Israel,27,Mexico,8,Argentina,1,Egypt,1,Finland,1,Albania,1,Thailand,2,France,14,Mexico,7,South Korea,2,South Africa,1,Italy,8,Myanmar,1,Japan,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estonia,2,Poland,4,Switzerland,4,Czechoslovakia,4,Dominican Republic,1,Armenia,1,Slovenia,4,Ireland,1,China,2,Uganda,1,Micronesia,1,Belgium,6,Macedonia,2,Belgium,4,Netherlands,1,Qatar,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belarus,1,Italy,10,South Africa,5,Ireland,7,Vietnam,3,Libya,2,France,2,Somalia,1,Norway,1,Netherlands,1,Russia,12,Hungary,3,Netherlands,2,Philippines,3,Italy,2,Rwanda,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iran,5,Libya,7,Tunisia,1,Argentina,2,Romania,1,Austria,3,Bulgaria,1,Mexico,1,,,India,2,Belgium,6,Vietnam,13,Vietnam, Democratic Republic of,Pakistan,1,Ethiopia,1,Philippines,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain,10,Papua New Guinea,10,Libya,3,Vietnam,7,Egypt,2,Hong Kong,2,,,Vietnam,2,,,Somalia,2,South Sudan,1,Denmark,1,Japan,2,Mexico,1,Sudan,2,Oceans,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Serbia,4,Norway,10,Kuwait,5,Malta,3,Bulgaria,2,,,,,Ukraine,1,,,Nigeria,2,China,4,Ethiopia,2,Pakistan,6,Czech Republic,2,Japan,1,Zimbabwe,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qatar,7,Saudi Arabia,24,United Arab Emirates,4,Romania,2,Nigeria,1,,,,,Denmark,1,,,Vietnam,2,Iceland,2,Antarctica,1,Egypt,6,Bahrain,1,Puerto Rico,1,Libya,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portugal,3,Chile,3,Philippines,5,Czech Republic,3,France,6,,,,,,,,,Qatar,3,Malaysia,9,Sweden,21,Bulgaria,2,Vietnam,5,Kuwait,2,Croatia,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Croatia,1,Morocco,3,Cambodia,1,Kosovo,2,Chile,1,,,,,,,,,,,Congo,5,Yemen,5,Guam,1,Malta,1,Serbia,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niger,1,Japan,8,Oceans,3,Nigeria,2,China,1,,,,,,,,,,,Philippines,16,Iran,6,Philippines,1,Eritrea,1,Macedonia,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vietnam,9,Vietnam,12,Rwanda,2,Poland,2,Japan,2,,,,,,,,,,,Venezuela,1,Kosovo,11,Portugal,1,New Zealand,1,Switzerland,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Arab Emirates,2,Kosovo,5,Serbia,6,Macedonia,8,Serbia,3,,,,,,,,,,,Ireland,9,Uganda,10,Liberia,2,Uzbekistan,1,Uganda,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland,10,Nauru,11,Vietnam,4,Afghanistan,8,Iceland,1,,,,,,,,,,,Ethiopia,3,China,3,Czech Republic,1,Guyana,1,Kosovo,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Argentina,5,Belgium,10,Somalia,3,Netherlands,3,Croatia,1,,,,,,,,,,,India,3,Singapore,3,Lithuania,1,Saudi Arabia,3,India,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuwait,1,Albania,2,Qatar,3,Algeria,1,Macedonia,1,,,,,,,,,,,Jersey,4,Eritrea,1,Nigeria,1,India,1,Sierra Leone,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uruguay,18,Ireland,9,China,6,Luxembourg,1,,,,,,,,,,,,,Japan,19,Austria,2,India,1,Ethiopia,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,4,Belarus,2,Czech Republic,2,Vatican City,3,,,,,,,,,,,,,Ukraine,2,Croatia,3,,,Kenya,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Congo,2,Bulgaria,2,Gaza Strip,4,Pakistan,2,,,,,,,,,,,,,Afghanistan,8,Libya,2,,,Sweden,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armenia,1,Burundi,2,Denmark,3,Ukraine,1,,,,,,,,,,,,,Romania,2,Myanmar,2,,,Ireland,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finland,2,Iran,6,Czechoslovakia,4,South Africa,1,,,,,,,,,,,,,Sweden,4,Netherlands,3,,,China,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cyprus,4,Yemen,3,Bangladesh,1,South Sudan,1,,,,,,,,,,,,,Armenia,3,Argentina,1,,,Oceans,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chile,5,Montenegro,3,West Bank,5,Gabon,2,,,,,,,,,,,,,South Korea,1,Mexico,27,,,Czechoslovakia,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luxembourg,1,Cambodia,1,Cyprus,2,Switzerland,3,,,,,,,,,,,,,Yemen,2,Macedonia,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pakistan,2,Eritrea,2,Estonia,1,Tanzania,1,,,,,,,,,,,,,Eritrea,1,Tunisia,5,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kosovo,2,Colombia,1,Panama,1,Rwanda,2,,,,,,,,,,,,,United Arab Emirates,2,United Arab Emirates,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicaragua,1,Afghanistan,6,Vatican City,1,Burundi,1,,,,,,,,,,,,,Colombia,1,Malta,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North Korea,2,Somalia,2,Afghanistan,3,Malaysia,1,,,,,,,,,,,,,Malta,1,Ukraine,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Korea,1,Tanzania,1,Yemen,5,India,1,,,,,,,,,,,,,Antarctica,1,Norway,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,India,1,Qatar,4,New Zealand,2,South Korea,1,,,,,,,,,,,,,Mali,2,Switzerland,1,,,,,,,,
